character,gender,role,genre,status,word_count
H5_Gower,m,other,history,4,507
H5_Grandpre,m,other,history,1,137
H5_Grey,m,other,history,2,86
H5_HERALDS.1,m,other,history,3,8
H5_HenryV,m,protag,history,0,8332
H5_Jamy,m,other,history,4,98
H5_Katherine,f,other,history,1,441
H5_KingOfFrance,m,other,history,0,699
H5_MESSENGERS.X.1,m,other,history,6,12
H5_MESSENGERS.X.2,m,other,history,6,17
H5_MESSENGERS.X.3,m,other,history,6,7
H5_MacMorris,m,other,history,5,205
H5_MistressQuickly,f,other,history,4,360
H5_Montjoy,m,other,history,3,399
H5_Nym,m,other,history,5,386
H5_Orleans,m,other,history,1,312
H5_Pistol,m,other,history,6,1118
H5_QueenOfFrance,f,other,history,0,188
H5_Rambures,m,other,history,1,66
H5_SOLDIERS.ENGLISH.Bates,m,other,history,6,167
H5_SOLDIERS.ENGLISH.Court,m,other,history,6,11
H5_SOLDIERS.ENGLISH.Williams,m,other,history,6,621
H5_SOLDIERS.FRENCH.LeFer,m,other,history,6,98
H5_Salisbury,m,other,history,1,75
H5_Scroop,m,other,history,2,93
H5_Warwick,m,other,history,1,7
H5_Westmoreland,m,other,history,1,144
H5_York,m,other,history,1,14
H8_Abergavenny,m,other,history,2,114
H8_Anne,f,other,history,1,376
H8_BishopOfLincoln,m,other,history,1,52
H8_Brandon,m,other,history,2,84
H8_Buckingham,m,other,history,1,1480
H8_Butts,m,other,history,3,59
H8_Campeius,m,other,history,1,379
H8_Capuchius,m,other,history,2,65
H8_Chamberlain,m,other,history,1,1130
H8_Chancellor,m,other,history,2,212
H8_Cranmer,m,other,history,1,1039
H8_Crier,m,other,history,4,24
H8_Cromwell,m,other,history,1,304
H8_Denny,m,other,history,2,21
H8_Epilogue,m,other,history,p,123
H8_GENTLEMEN.1,m,other,history,2,703
H8_GENTLEMEN.2,m,other,history,2,569
H8_GENTLEMEN.3,m,other,history,2,437
H8_GENTLEMEN.X,m,other,history,2,19
H8_Gardiner,m,other,history,1,665
H8_Garter,m,other,history,4,21
H8_Griffith,m,other,history,2,421
H8_Guilford,m,other,history,2,69
H8_HenryVIII,m,protag,history,0,3370
H8_Katherine,f,other,history,0,2885
H8_Keeper,m,other,history,6,40
H8_LADIES.KATHERINE.0.1,m,other,history,1,70
H8_LADIES.KATHERINE.Patience,f,other,history,6,35
H8_Lovell,m,other,history,2,475
H8_Messenger,m,other,history,6,29
H8_Norfolk,m,other,history,1,1453
H8_OldLady,f,other,history,2,495
H8_Page,m,other,history,6,3
H8_Porter,m,other,history,6,274
H8_Prologue,m,other,history,p,266
H8_SECRETARIES.0.1,m,other,history,3,8
H8_SERVANTS.LARDER.1,m,other,history,6,13
H8_SERVANTS.PORTER.1,m,other,history,6,354
H8_SERVANTS.X.1,m,other,history,6,24
H8_Sands,m,other,history,1,338
H8_Scribe,m,other,history,4,18
H8_Sergeant,m,other,history,2,28
H8_Suffolk,m,other,history,1,624
H8_Surrey,m,other,history,1,522
H8_Surveyor,m,other,history,1,449
H8_Usher,m,other,history,2,5
H8_Vaux,m,other,history,2,24
H8_Wolsey,m,antag,history,1,3200
Ham_AMBASSADORS,m,other,tragedy,2,40
Ham_ATTENDANTS,m,other,tragedy,2,3
Ham_ATTENDANTS.0.1,m,other,tragedy,6,13
Ham_ATTENDANTS.1,m,other,tragedy,2,99
Ham_ATTENDANTS.2,m,other,tragedy,2,67
Ham_ATTENDANTS.GUARDS,m,other,tragedy,2,3
Ham_Barnardo,m,other,tragedy,4,226
Ham_Claudius,m,antag,tragedy,0,4084
Ham_Cornelius,m,other,tragedy,2,10
Ham_Doctor,m,other,tragedy,3,90
Ham_FOLLOWERS.LAERTES,m,other,tragedy,2,8
Ham_Fortinbras,m,other,tragedy,0,187
Ham_Francisco,m,other,tragedy,6,55
Ham_Gertrude,f,other,tragedy,0,1050
Ham_Ghost,m,other,tragedy,7,680
Ham_Gravedigger,m,fool,tragedy,5,736
Ham_GravediggersCompanion,m,other,tragedy,5,97
Ham_Guildenstern,m,other,tragedy,2,323
Ham_Hamlet,m,protag,tragedy,1,11613
Ham_Horatio,m,other,tragedy,2,2073
Ham_Laertes,m,other,tragedy,1,1446
Ham_MESSENGERS.1,m,other,tragedy,6,77
Ham_MESSENGERS.2,m,other,tragedy,6,36
Ham_Marcellus,m,other,tragedy,4,440
Ham_Ophelia,f,other,tragedy,1,1183
Ham_Osric,m,other,tragedy,2,359
Ham_PLAYERS.0.1,m,other,tragedy,p,14
Ham_PLAYERS.1,m,other,tragedy,p,352
Ham_PLAYERS.King,m,other,tragedy,p,337
Ham_PLAYERS.Lucianus,m,other,tragedy,p,40
Ham_PLAYERS.Prologue,m,other,tragedy,p,16
Ham_PLAYERS.Queen,f,other,tragedy,p,247
Ham_Polonius,m,other,tragedy,1,2662
Ham_Reynaldo,m,other,tragedy,2,65
Ham_Rosencrantz,m,other,tragedy,2,708
Ham_SAILORS.0.1,m,other,tragedy,6,40
Ham_SOLDIERS.FORTINBRAS.Captain,m,other,tragedy,4,85
Ham_Voltemand,m,other,tragedy,2,159
JC_Antony,m,antag,tragedy,1,2537
JC_Artemidorus,m,other,tragedy,3,145
JC_Brutus,m,protag,tragedy,1,5388
JC_COMMONERS.Carpenter,m,other,tragedy,5,4
JC_COMMONERS.Cobbler,m,other,tragedy,5,145
JC_Caesar,m,other,tragedy,0,1142
JC_Calphurnia,f,other,tragedy,1,203
JC_Casca,m,other,tragedy,4,1073
JC_Cassius,m,other,tragedy,1,3708
JC_Cicero,m,other,tragedy,2,62
JC_Cinna,m,other,tragedy,3,130
JC_CinnaPoet,m,other,tragedy,3,104
JC_Decius,m,other,tragedy,2,323
JC_Flavius,m,other,tragedy,4,207
JC_Lepidus,m,other,tragedy,1,22
JC_Ligarius,m,other,tragedy,2,111
JC_Lucius,m,other,tragedy,6,206
JC_Marullus,m,other,tragedy,4,231
JC_Messenger,m,other,tragedy,3,24
JC_Metellus,m,other,tragedy,2,121
JC_Octavius,m,other,tragedy,1,328
JC_PLEBEIANS,m,other,tragedy,5,89
JC_PLEBEIANS.0.1,m,other,tragedy,5,217
JC_PLEBEIANS.0.2,m,other,tragedy,5,222
JC_PLEBEIANS.0.3,m,other,tragedy,5,213
JC_PLEBEIANS.0.4,m,other,tragedy,5,215
JC_Pindarus,m,other,tragedy,6,120
JC_Poet,m,other,tragedy,p,54
JC_Popilius,m,other,tragedy,2,10
JC_Portia,f,other,tragedy,1,724
JC_Publius,m,other,tragedy,2,6
JC_SERVANTS.ANTONY.1,m,other,tragedy,6,119
JC_SERVANTS.CAESAR.1,m,other,tragedy,6,31
JC_SERVANTS.OCTAVIUS.1,m,other,tragedy,6,62
JC_SOLDIERS.ANTONY.0.1,m,other,tragedy,6,26
JC_SOLDIERS.ANTONY.0.2,m,other,tragedy,6,7
JC_SOLDIERS.BRUTUS.0.1,m,other,tragedy,6,1
JC_SOLDIERS.BRUTUS.0.2,m,other,tragedy,6,1
JC_SOLDIERS.BRUTUS.0.3,m,other,tragedy,6,1
JC_SOLDIERS.BRUTUS.Cato,m,other,tragedy,3,54
JC_SOLDIERS.BRUTUS.Claudius,m,other,tragedy,6,16
JC_SOLDIERS.BRUTUS.Clitus,m,other,tragedy,6,70
JC_SOLDIERS.BRUTUS.Dardanus,m,other,tragedy,6,15
JC_SOLDIERS.BRUTUS.Lucilius,m,other,tragedy,3,197
JC_SOLDIERS.BRUTUS.Messala,m,other,tragedy,3,254
JC_SOLDIERS.BRUTUS.Strato,m,other,tragedy,3,59
JC_SOLDIERS.BRUTUS.Titinius,m,other,tragedy,3,238
JC_SOLDIERS.BRUTUS.Varro,m,other,tragedy,6,31
JC_SOLDIERS.BRUTUS.Volumnius,m,other,tragedy,6,17
JC_Soothsayer,m,other,tragedy,p,131
JC_Trebonius,m,other,tragedy,1,60
Jn_Arthur,m,other,history,1,977
Jn_Austria,m,other,history,1,239
Jn_Bastard,m,other,history,1,4087
Jn_Bigot,m,other,history,1,59
Jn_Blanche,f,other,history,1,332
Jn_CITIZENS.0.1,m,other,history,2,517
Jn_Chatillion,m,other,history,2,296
Jn_Constance,f,other,history,1,2112
Jn_Dauphin,m,other,history,1,1194
Jn_EXECUTIONERS.0.1,m,other,history,6,19
Jn_Essex,m,other,history,1,25
Jn_Gurney,m,other,history,3,4
Jn_HERALDS.ENGLISH,m,other,history,3,101
Jn_HERALDS.FRENCH,m,other,history,3,87
Jn_Hubert,m,other,history,2,1010
Jn_KingJohn,m,protag,history,0,3309
Jn_KingPhilip,m,antag,history,0,1477
Jn_LadyFaulconbridge,f,other,history,2,122
Jn_MESSENGERS.ENGLISH.1,m,other,history,6,164
Jn_MESSENGERS.FRENCH.1,m,other,history,6,46
Jn_Melun,m,other,history,1,308
Jn_Pandulph,m,other,history,1,1264
Jn_Pembroke,m,other,history,1,610
Jn_Peter,m,other,history,p,8
Jn_PrinceHenry,m,other,history,0,221
Jn_QueenEleanor,f,other,history,1,424
Jn_RobertFaulconbridge,m,other,history,2,179
Jn_Salisbury,m,other,history,1,1216
LLL_Armado,m,other,comedy,2,1733
LLL_Berowne,m,other,comedy,2,4594
LLL_Boy,m,other,comedy,3,1107
LLL_Boyet,m,other,comedy,1,1765
LLL_Costard,m,fool,comedy,p,1533
LLL_Dull,m,other,comedy,5,236
LLL_Dumaine,m,other,comedy,2,544
LLL_Forester,m,other,comedy,5,45
LLL_Holofernes,m,other,comedy,3,1302
LLL_Jaquenetta,f,other,comedy,6,100
LLL_Katherine,f,other,comedy,1,388
LLL_King,m,protag,comedy,0,2359
LLL_LORDS.0,m,other,comedy,1,7
LLL_Longaville,m,other,comedy,2,518
LLL_Marcade,m,other,comedy,3,28
LLL_Maria,f,other,comedy,1,295
LLL_Nathaniel,m,other,comedy,4,520
LLL_Princess,f,antag,comedy,0,2179
LLL_Rosaline,f,other,comedy,1,1333
LLL_Spring,m,other,comedy,p,96
LLL_Winter,m,other,comedy,p,105
Lr_ATTENDANTS.ALBANY,m,other,tragedy,2,33
Lr_ATTENDANTS.CORDELIA.1,m,other,tragedy,2,163
Lr_ATTENDANTS.LEAR.0.3,m,other,tragedy,1,105
Lr_ATTENDANTS.X.1,m,other,tragedy,6,3
Lr_ATTENDANTS.X.2,m,other,tragedy,2,25
Lr_ATTENDANTS.X.3,m,other,tragedy,2,123
Lr_ATTENDANTS.X.4,m,other,tragedy,2,229
Lr_Albany,m,other,tragedy,1,1006
Lr_Burgundy,m,other,tragedy,1,68
Lr_Cordelia,f,other,tragedy,0,825
Lr_Cornwall,m,other,tragedy,1,745
Lr_Curan,m,other,tragedy,6,77
Lr_Doctor,m,other,tragedy,2,124
Lr_Edgar,m,other,tragedy,1,2903
Lr_Edmund,m,other,tragedy,1,2369
Lr_Fool,m,fool,tragedy,p,1739
Lr_France,m,other,tragedy,0,240
Lr_Gloucester,m,other,tragedy,1,2531
Lr_Goneril,f,antag,tragedy,1,1473
Lr_Herald,m,other,tragedy,3,59
Lr_Kent,m,other,tragedy,1,2586
Lr_Lear,m,protag,tragedy,0,5601
Lr_MESSENGERS.X.1,m,other,tragedy,2,117
Lr_MESSENGERS.X.2,m,other,tragedy,6,8
Lr_MESSENGERS.X.3,m,other,tragedy,4,5
Lr_OldMan,m,other,tragedy,6,58
Lr_Oswald,m,other,tragedy,3,499
Lr_Regan,f,other,tragedy,1,1363
Lr_SERVANTS.0.1,m,other,tragedy,6,76
Lr_SERVANTS.0.2,m,other,tragedy,6,35
Lr_SERVANTS.0.3,m,other,tragedy,6,39
Lr_SOLDIERS.CAPTAINS.1,m,other,tragedy,4,22
Lr_SOLDIERS.CAPTAINS.2,m,other,tragedy,4,2
MM_Abhorson,m,other,comedy,6,141
MM_Angelo,m,antag,comedy,1,2379
MM_Barnardine,m,other,comedy,6,112
MM_Bawd,m,other,comedy,4,226
MM_Boy,m,other,comedy,6,41
MM_Claudio,m,other,comedy,2,798
MM_Duke,m,protag,comedy,0,6533
MM_Elbow,m,other,comedy,5,600
MM_Escalus,m,other,comedy,1,1418
MM_FriarPeter,m,other,comedy,3,273
MM_FriarThomas,m,other,comedy,3,35
MM_Froth,m,other,comedy,2,58
MM_GENTLEMEN.1,m,other,comedy,2,169
MM_GENTLEMEN.2,m,other,comedy,2,59
MM_Isabella,f,other,comedy,2,3018
MM_Juliet,f,other,comedy,2,63
MM_Justice,m,other,comedy,3,10
MM_Lucio,m,other,comedy,2,2318
MM_Mariana,f,other,comedy,2,484
MM_Messenger,m,other,comedy,6,41
MM_Nun,f,other,comedy,3,76
MM_Pompey,m,fool,comedy,6,1292
MM_Provost,m,other,comedy,4,1125
MM_SERVANTS.1,m,other,comedy,6,34
MND_Bottom,m,fool,comedy,5,2040
MND_Demetrius,m,other,comedy,1,1066
MND_Egeus,m,other,comedy,1,296
MND_FAIRIES.TITANIA,m,other,comedy,7,60
MND_FAIRIES.TITANIA.0.1,m,other,comedy,7,104
MND_FAIRIES.TITANIA.0.2,m,other,comedy,7,70
MND_FAIRIES.TITANIA.1,m,other,comedy,7,187
MND_FAIRIES.TITANIA.Cobweb,m,other,comedy,7,9
MND_FAIRIES.TITANIA.Mote,m,other,comedy,7,7
MND_FAIRIES.TITANIA.Mustardseed,m,other,comedy,7,12
MND_FAIRIES.TITANIA.Peaseblossom,m,other,comedy,7,9
MND_Flute,m,other,comedy,5,355
MND_Helena,f,other,comedy,1,1816
MND_Hermia,f,other,comedy,1,1284
MND_Hippolyta,f,other,comedy,0,250
MND_Lysander,m,other,comedy,1,1395
MND_Oberon,m,other,comedy,7,1607
MND_Philostrate,m,other,comedy,2,183
MND_Quince,m,other,comedy,5,962
MND_RobinGoodfellow,m,other,comedy,7,1370
MND_Snout,m,other,comedy,5,165
MND_Snug,m,other,comedy,5,125
MND_Starveling,m,other,comedy,5,94
MND_Theseus,m,other,comedy,1,1724
MND_Titania,f,other,comedy,7,1080
MV_ATTENDANTS.BASSANIO.Leonardo,m,other,comedy,5,11
MV_ATTENDANTS.PORTIA.Balthazar,m,other,comedy,6,7
MV_ATTENDANTS.PORTIA.Stephano,m,other,comedy,6,54
MV_Antonio,m,other,comedy,2,1434
MV_Arragon,m,other,comedy,0,496
MV_Bassanio,m,other,comedy,2,2593
MV_Duke,m,other,comedy,0,557
MV_Gratiano,m,other,comedy,2,1373
MV_Jessica,f,other,comedy,3,660
MV_LanceletGobbo,m,fool,comedy,5,1452
MV_Lorenzo,m,other,comedy,2,1329
MV_MUSICIANS,m,other,comedy,p,53
MV_Messenger,m,other,comedy,6,76
MV_Morocco,m,other,comedy,0,800
MV_Nerissa,f,other,comedy,2,695
MV_OldGobbo,m,other,comedy,6,292
MV_Portia,f,protag,comedy,1,4599
MV_SERVANTS.1,m,other,comedy,6,35
MV_SERVANTS.2,m,other,comedy,6,15
MV_Salarino,m,other,comedy,2,701
MV_Salerio,m,other,comedy,2,174
MV_Shylock,m,antag,comedy,3,2881
MV_Solanio,m,other,comedy,2,544
MV_Tubal,m,other,comedy,4,96
Mac_ATTENDANTS,m,other,tragedy,1,17
Mac_Angus,m,other,tragedy,1,137
Mac_Banquo,m,other,tragedy,1,777
Mac_Caithness,m,other,tragedy,1,73
Mac_Doctor1,m,other,tragedy,3,35
Mac_Doctor2,m,other,tragedy,3,290
Mac_Donalbain,m,other,tragedy,1,60
Mac_Duncan,m,other,tragedy,0,472
Mac_Fleance,m,other,tragedy,1,16
Mac_Gentlewoman,m,other,tragedy,2,181
Mac_Hecate,f,other,tragedy,7,263
Mac_LadyMacbeth,f,other,tragedy,0,1908
Mac_LadyMacduff,f,other,tragedy,1,292
Mac_Lennox,m,other,tragedy,1,513
Mac_Lord,m,other,tragedy,1,158
Mac_MESSENGERS.1,m,other,tragedy,6,38
Mac_MESSENGERS.2,m,other,tragedy,6,75
Mac_MESSENGERS.3,m,other,tragedy,6,64
Mac_MURDERERS.0.1,m,other,tragedy,6,14
Mac_MURDERERS.1,m,other,tragedy,6,163
Mac_MURDERERS.2,m,other,tragedy,6,100
Mac_MURDERERS.3,m,other,tragedy,6,42
Mac_Macbeth,m,protag,tragedy,0,5310
Mac_Macduff,m,other,tragedy,1,1162
Mac_MacduffsSon,m,other,tragedy,1,143
Mac_Malcolm,m,other,tragedy,1,1508
Mac_Menteith,m,other,tragedy,1,71
Mac_OldMan,m,other,tragedy,6,81
Mac_Porter,m,fool,tragedy,6,307
Mac_Ross,m,other,tragedy,1,917
Mac_SERVANTS.X.2,m,other,tragedy,6,8
Mac_SERVANTS.X.3,m,other,tragedy,6,9
Mac_SERVANTS.X.4,m,other,tragedy,6,12
Mac_SOLDIERS.Captain,m,other,tragedy,4,236
Mac_SOLDIERS.MALCOLM,m,other,tragedy,6,4
Mac_SOLDIERS.MALCOLM.0.1,m,other,tragedy,6,8
Mac_SPIRITS.1,m,other,tragedy,7,13
Mac_SPIRITS.2,m,other,tragedy,7,23
Mac_SPIRITS.3,m,other,tragedy,7,32
Mac_Seyton,m,other,tragedy,6,31
Mac_Siward,m,other,tragedy,1,207
Mac_WITCHES.1,f,other,tragedy,6,467
Mac_WITCHES.2,f,other,tragedy,6,242
Mac_WITCHES.3,f,other,tragedy,6,246
Mac_YoungSiward,m,other,tragedy,1,43
Oth_Bianca,f,other,tragedy,4,270
Oth_Brabantio,m,other,tragedy,1,1045
Oth_Cassio,m,other,tragedy,2,1961
Oth_Clown,m,fool,tragedy,p,227
Oth_Desdemona,f,other,tragedy,1,2755
Oth_Duke,m,other,tragedy,0,476
Oth_Emilia,f,other,tragedy,2,1823
Oth_GENTLEMEN,m,other,tragedy,2,2
Oth_GENTLEMEN.0.1,m,other,tragedy,2,7
Oth_GENTLEMEN.1,m,other,tragedy,2,19
Oth_GENTLEMEN.2,m,other,tragedy,2,88
Oth_GENTLEMEN.3,m,other,tragedy,2,113
Oth_Gratiano,m,other,tragedy,1,165
Oth_Herald,m,other,tragedy,3,101
Oth_Iago,m,antag,tragedy,2,8438
Oth_Lodovico,m,other,tragedy,1,529
Oth_MESSENGERS.X.1,m,other,tragedy,2,62
Oth_MESSENGERS.X.2,m,other,tragedy,2,19
Oth_MUSICIANS.0.1,m,other,tragedy,p,23
Oth_Montano,m,other,tragedy,1,420
Oth_OFFICERS,m,other,tragedy,5,19
Oth_OFFICERS.0.1,m,other,tragedy,5,28
Oth_Othello,m,protag,tragedy,1,6263
Oth_Roderigo,m,other,tragedy,2,861
Oth_SENATORS,m,other,tragedy,2,6
Oth_SENATORS.0.1,m,other,tragedy,2,187
Oth_SENATORS.0.2,m,other,tragedy,2,44
Oth_Sailor,m,other,tragedy,6,24
Per_Antiochus,m,antag,comedy,0,483
Per_Bawd,f,other,comedy,4,840
Per_Bolt,m,other,comedy,5,656
Per_CITIZENS.TARSUS,m,other,comedy,5,11
Per_Cerimon,m,other,comedy,1,731
Per_Cleon,m,other,comedy,0,841
Per_Daughter,f,other,comedy,1,16
Per_Diana,f,other,comedy,7,72
Per_Dionyza,f,other,comedy,0,677
Per_FISHERMEN.1,m,other,comedy,5,314
Per_FISHERMEN.2,m,other,comedy,5,222
Per_FISHERMEN.3,m,other,comedy,5,151
Per_GENTLEMEN.EPHESUS.1,m,other,comedy,2,90
Per_GENTLEMEN.EPHESUS.2,m,other,comedy,2,84
Per_GENTLEMEN.MYTILENE.1,m,other,comedy,2,37
Per_GENTLEMEN.MYTILENE.2,m,other,comedy,2,32
Per_GENTLEMEN.TYRE.0.1,m,other,comedy,2,4
Per_Gower,m,other,comedy,p,2073
Per_Helicanus,m,other,comedy,1,872
Per_KNIGHTS,m,other,comedy,2,19
Per_KNIGHTS.0.1,m,other,comedy,2,48
Per_KNIGHTS.0.2,m,other,comedy,2,28
Per_KNIGHTS.0.3,m,other,comedy,2,27
Per_LORDS.MYTILENE.0.1,m,other,comedy,1,16
Per_LORDS.PENTAPOLIS.0.1,m,other,comedy,1,44
Per_LORDS.PENTAPOLIS.0.2,m,other,comedy,1,15
Per_LORDS.PENTAPOLIS.0.3,m,other,comedy,1,17
Per_LORDS.TARSUS.1,m,other,comedy,1,48
Per_LORDS.TYRE,m,other,comedy,1,3
Per_LORDS.TYRE.0.1,m,other,comedy,1,140
Per_LORDS.TYRE.0.2,m,other,comedy,1,68
Per_LORDS.TYRE.0.3,m,other,comedy,1,12
Per_LORDS.TYRE.Escanes,m,other,comedy,2,6
Per_Leonine,m,other,comedy,2,143
Per_Lychorida,m,other,comedy,2,74
Per_Lysimachus,m,other,comedy,0,721
Per_MESSENGERS.ANTIOCH.1,m,other,comedy,6,6
Per_Marina,f,other,comedy,1,1265
Per_Marshal,m,other,comedy,2,5
Per_PIRATES.0.1,m,other,comedy,6,8
Per_PIRATES.0.2,m,other,comedy,6,4
Per_PIRATES.0.3,m,other,comedy,6,9
Per_Pander,m,other,comedy,4,216
Per_Pericles,m,protag,comedy,0,4580
Per_Philemon,m,other,comedy,6,4
Per_SAILORS.1,m,other,comedy,4,71
Per_SAILORS.2,m,other,comedy,5,38
Per_SAILORS.MYTILENE.1,m,other,comedy,4,13
Per_SAILORS.TYRE.1,m,other,comedy,4,42
Per_SERVANTS.CERIMON.0.1,m,other,comedy,6,33
Per_SUPPLIANTS.1,m,other,comedy,6,16
Per_Simonides,m,other,comedy,0,1136
Per_Thaisa,f,other,comedy,1,566
Per_Thaliard,m,other,comedy,1,207
R2_AbbotOfWestminster,m,other,history,2,71
R2_Aumerle,m,other,history,1,676
R2_Bagot,m,other,history,2,171
R2_Berkeley,m,other,history,1,69
R2_BishopOfCarlisle,m,other,history,1,485
R2_Bushy,m,other,history,2,272
R2_DuchessOfGloucester,f,other,history,1,457
R2_DuchessOfYork,m,other,history,1,734
R2_Exton,m,other,history,2,178
R2_Fitzwater,m,other,history,1,218
R2_Gardener,m,other,history,5,409
R2_Gaunt,m,other,history,1,1515
R2_Green,m,other,history,2,243
R2_Groom,m,other,history,6,91
R2_HERALDS.1,m,other,history,3,48
R2_HERALDS.2,m,other,history,3,48
R2_HenryIV,m,antag,history,1,3117
R2_Hotspur,m,other,history,1,352
R2_Jailer,m,other,history,6,38
R2_LADIES.0.1,f,other,history,2,27
R2_LORDS.1,m,other,history,1,43
R2_LordMarshal,m,other,history,1,202
R2_Mowbray,m,other,history,1,1057
R2_Northumberland,m,other,history,1,1104
R2_Queen,f,other,history,0,910
R2_RichardII,m,protag,history,0,5986
R2_Ross,m,other,history,1,178
R2_SERVANTS.EXTON.0.1,m,other,history,6,7
R2_SERVANTS.GARDENER.1,m,other,history,6,70
R2_SERVANTS.YORK.1,m,other,history,6,43
R2_Salisbury,m,other,history,1,156
R2_Scroop,m,other,history,2,285
R2_Surrey,m,other,history,1,75
R2_WelshCaptain,m,other,history,4,121
R2_Willoughby,m,other,history,1,102
R2_York,m,other,history,1,2232
R3_ATTENDANTS.0.1,m,other,history,1,36
R3_ATTENDANTS.RICHMOND,m,other,history,1,3
R3_ATTENDANTS.RICHMOND.0.1,m,other,history,1,14
R3_Archbishop,m,other,history,1,78
R3_BISHOPS,m,other,history,5,1
R3_BishopOfEly,m,other,history,1,47
R3_Blunt,m,other,history,2,67
R3_Brakenbury,m,other,history,2,225
R3_Buckingham,m,other,history,1,2918
R3_CITIZENS,m,other,history,5,1
R3_CITIZENS.1,m,other,history,5,65
R3_CITIZENS.2,m,other,history,5,104
R3_CITIZENS.3,m,other,history,5,230
R3_Cardinal,m,other,history,1,74
R3_Catesby,m,other,history,2,435
R3_Clarence,m,other,history,1,1338
R3_ClarencesBoy,m,other,history,1,181
R3_ClarencesDaughter,f,other,history,1,58
R3_Dorset,m,other,history,1,122
R3_DuchessOfYork,m,other,history,1,1093
R3_EdwardIV,m,other,history,1,524
R3_EdwardV,m,other,history,1,411
R3_GENTLEMEN.0.1,m,other,history,2,13
R3_Grey,m,other,history,1,134
R3_Hastings,m,other,history,1,1149
R3_HenryVI,m,other,history,7,54
R3_HenryVII,m,other,history,1,1066
R3_Herbert,m,other,history,2,10
R3_Jailer,m,other,history,2,68
R3_LadyAnne,f,other,history,1,1242
R3_Lovell,m,other,history,1,20
R3_MESSENGERS.1,m,other,history,6,33
R3_MESSENGERS.2,m,other,history,6,23
R3_MESSENGERS.3,m,other,history,6,47
R3_MESSENGERS.4,m,other,history,6,78
R3_MESSENGERS.X.1,m,other,history,1,61
R3_MESSENGERS.X.2,m,other,history,6,118
R3_MESSENGERS.X.3,m,other,history,6,7
R3_MURDERERS.1,m,other,history,6,463
R3_MURDERERS.2,m,other,history,6,436
R3_MayorOfLondon,m,other,history,2,115
R3_Norfolk,m,other,history,1,68
R3_Oxford,m,other,history,1,13
R3_PrinceEdward,m,other,history,7,44
R3_Pursuivant,m,other,history,3,20
R3_QueenElizabeth,f,other,history,0,2122
R3_QueenMargaret,f,other,history,0,1751
R3_Ratcliffe,m,other,history,2,219
R3_RichardIII,m,protag,history,1,8833
R3_Rivers,m,other,history,1,403
R3_Scrivener,m,other,history,3,116
R3_Sheriff,m,other,history,4,9
R3_SirChristopher,m,other,history,3,58
R3_SirJohn,m,other,history,3,16
R3_Stanley,m,other,history,1,833
R3_Surrey,m,other,history,1,9
R3_Tyrrel,m,other,history,2,268
R3_Vaughan,m,other,history,2,39
R3_York,m,other,history,1,404
Rom_Apothecary,m,other,tragedy,6,53
Rom_Benvolio,m,other,tragedy,1,1160
Rom_CITIZENS,m,other,tragedy,5,16
Rom_CITIZENS.0.1,m,other,tragedy,5,43
Rom_Capulet,m,other,tragedy,1,2136
Rom_Chorus,m,other,tragedy,p,219
Rom_Cousin,m,other,tragedy,1,18
Rom_FriarJohn,m,other,tragedy,3,97
Rom_FriarLawrence,m,other,tragedy,2,2722
Rom_Juliet,f,other,tragedy,1,4265
Rom_LadyCapulet,f,other,tragedy,1,874
Rom_LadyMontague,f,other,tragedy,1,28
Rom_MUSICIANS.0.1,m,other,tragedy,p,70
Rom_MUSICIANS.0.2,m,other,tragedy,p,34
Rom_MUSICIANS.0.3,m,other,tragedy,p,7
Rom_Mercutio,m,other,tragedy,1,2100
Rom_Montague,m,other,tragedy,1,317
Rom_Nurse,f,other,tragedy,2,2205
Rom_Paris,m,other,tragedy,1,540
Rom_Petruchio,m,other,tragedy,1,2
Rom_PrinceEscalus,m,other,tragedy,0,584
Rom_Romeo,m,protag,tragedy,1,4673
Rom_SERVANTS.CAPULET.0,m,other,tragedy,6,4
Rom_SERVANTS.CAPULET.0.1,m,other,tragedy,6,119
Rom_SERVANTS.CAPULET.0.2,m,other,tragedy,6,37
Rom_SERVANTS.CAPULET.0.3,m,other,tragedy,6,21
Rom_SERVANTS.CAPULET.Gregory,m,other,tragedy,6,145
Rom_SERVANTS.CAPULET.Peter,m,other,tragedy,6,244
Rom_SERVANTS.CAPULET.Sampson,m,other,tragedy,6,258
Rom_SERVANTS.CAPULET.X.1,m,other,tragedy,6,142
Rom_SERVANTS.CAPULET.X.2,m,other,tragedy,6,35
Rom_SERVANTS.MONTAGUE.Abram,m,other,tragedy,6,24
Rom_SERVANTS.MONTAGUE.Balthasar,m,other,tragedy,6,233
Rom_SERVANTS.PARIS.1,m,other,tragedy,3,80
Rom_Tybalt,m,antag,tragedy,1,263
Rom_WATCHMEN.0.1,m,other,tragedy,6,133
Rom_WATCHMEN.0.2,m,other,tragedy,6,9
Rom_WATCHMEN.0.3,m,other,tragedy,6,26
Shr_Baptista,m,other,comedy,2,1289
Shr_Bianca,f,other,comedy,2,544
Shr_Biondello,m,other,comedy,6,817
Shr_Curtis,m,other,comedy,5,170
Shr_Gremio,m,other,comedy,2,1329
Shr_Grumio,m,fool,comedy,3,1454
Shr_HUNTSMEN.0.1,m,other,comedy,2,38
Shr_HUNTSMEN.0.2,m,other,comedy,2,29
Shr_HUNTSMEN.0.3,m,other,comedy,2,36
Shr_Haberdasher,m,other,comedy,4,8
